id,survey_date,stream,distance,type,species,gravel,life_stage,sex,adipose_fin,spawning_success,predation,notes,survey_year,carcass_age_hours,standard_length,width,redd_substrate,source,source_file,ec5_uuid,created_at,lat,lon,gps_accuracy,utm_northing,utm_easting,utm_zone,photo,location,activity
111415007.0,2015-11-14,Piper's Creek,100,dead,chum,,adult,male,yes,,no,,2015,72.0,26.0,5.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415008.0,2015-11-14,Piper's Creek,200,dead,chum,,adult,female,yes,spawned,yes,,2015,60.0,25.0,4.5,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415009.0,2015-11-14,Piper's Creek,300,remnant,chum,,,,,,yes,,2015,48.0,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415010.0,2015-11-14,Piper's Creek,400,dead,chum,,adult,male,yes,spawned,no,,2015,48.0,31.0,5.5,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415011.0,2015-11-14,Piper's Creek,500,dead,chum,,adult,female,yes,spawned,no,,2015,72.0,27.0,4.5,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415012.0,2015-11-14,Piper's Creek,500,dead,chum,,adult,female,yes,spawned,yes,,2015,72.0,25.0,4.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415013.0,2015-11-14,Piper's Creek,550,dead,chum,,adult,male,yes,,yes,"Minor, full of H2S - black",2015,72.0,29.0,5.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415014.0,2015-11-14,Piper's Creek,550,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415015.0,2015-11-14,Piper's Creek,550,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415016.0,2015-11-14,Piper's Creek,600,live,chum,,adult,female,,,,Beat up!,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415017.0,2015-11-14,Piper's Creek,600,dead,chum,,adult,female,yes,spawned,no,,2015,72.0,26.0,4.5,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415018.0,2015-11-14,Piper's Creek,600,dead,chum,,adult,male,yes,,yes,,2015,72.0,30.5,6.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415019.0,2015-11-14,Piper's Creek,650,remnant,chum,,,,,,yes,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415020.0,2015-11-14,Piper's Creek,650,live,chum,,young,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415021.0,2015-11-14,Piper's Creek,650,dead,chum,,adult,male,yes,spawned,no,Eyes only,2015,72.0,28.0,5.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415022.0,2015-11-14,Piper's Creek,700,live,chum,,adult,male,,,,heavy,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415023.0,2015-11-14,Piper's Creek,800,live,chum,,adult,female,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415024.0,2015-11-14,Piper's Creek,850,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415025.0,2015-11-14,Piper's Creek,850,remnant,chum,,adult,male,,,partial,Very mushy,2015,72.0,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415026.0,2015-11-14,Piper's Creek,1000,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415027.0,2015-11-14,Piper's Creek,1000,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415028.0,2015-11-14,Piper's Creek,1050,dead,chum,,adult,female,yes,spawned,no,minimal,2015,48.0,22.5,4.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415029.0,2015-11-14,Piper's Creek,1050,dead,chum,,adult,male,yes,spawned,no,,2015,72.0,29.0,6.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415030.0,2015-11-14,Piper's Creek,1100,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415031.0,2015-11-14,Piper's Creek,1100,remnant,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415032.0,2015-11-14,Piper's Creek,1200,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415033.0,2015-11-14,Piper's Creek,1200,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415034.0,2015-11-14,Piper's Creek,1250,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415035.0,2015-11-14,Piper's Creek,1250,live,chum,,adult,female,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415036.0,2015-11-14,Piper's Creek,1250,live,chum,,adult,male,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415037.0,2015-11-14,Piper's Creek,1275,live,chum,,adult,female,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415038.0,2015-11-14,Piper's Creek,1275,live,chum,,adult,male,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415039.0,2015-11-14,Piper's Creek,1300,live,chum,,adult,male,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415040.0,2015-11-14,Piper's Creek,1300,live,chum,,adult,female,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415041.0,2015-11-14,Piper's Creek,1350,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415042.0,2015-11-14,Piper's Creek,1350,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415043.0,2015-11-14,Piper's Creek,1400,dead,chum,,adult,female,yes,,yes,,2015,,29.0,5.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415044.0,2015-11-14,Piper's Creek,1400,live,chum,,adult,male,,,,Fighting,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415045.0,2015-11-14,Piper's Creek,1400,live,chum,,adult,male,,,,Fighting,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415046.0,2015-11-14,Piper's Creek,1400,live,chum,,adult,female,,,,In a redd,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415047.0,2015-11-14,Piper's Creek,1450,live,chum,,adult,,,,,In a redd,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415048.0,2015-11-14,Piper's Creek,1450,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415049.0,2015-11-14,Piper's Creek,1550,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415050.0,2015-11-14,Piper's Creek,1550,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415051.0,2015-11-14,Piper's Creek,1700,live,chum,,adult,,,,,2 males fighting,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415052.0,2015-11-14,Piper's Creek,1700,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415053.0,2015-11-14,Piper's Creek,1700,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415054.0,2015-11-14,Piper's Creek,1750,dead,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415055.0,2015-11-14,Piper's Creek,1750,live,chum,,adult,female,yes,spawned,yes,Minor predation,2015,72.0,23.0,4.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415056.0,2015-11-14,Piper's Creek,1750,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415057.0,2015-11-14,Piper's Creek,1750,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415058.0,2015-11-14,Piper's Creek,1800,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415059.0,2015-11-14,Piper's Creek,1800,remnant,chum,,adult,male,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415060.0,2015-11-14,Piper's Creek,1900,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415061.0,2015-11-14,Piper's Creek,1900,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415062.0,2015-11-14,Piper's Creek,1900,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415063.0,2015-11-14,Piper's Creek,1900,dead,chum,,adult,male,yes,unspawned,,,2015,48.0,27.0,5.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415064.0,2015-11-14,Piper's Creek,1900,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415065.0,2015-11-14,Piper's Creek,1950,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415066.0,2015-11-14,Piper's Creek,2000,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415067.0,2015-11-14,Piper's Creek,2000,live,cutthroat,,adult,,,,,End Pipers Creek,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415067.0,2015-11-14,Venema Creek,,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
111415067.0,2015-11-14,Venema Creek,200,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115001.0,2015-11-21,Piper's Creek,200,remnant,,,,,yes,,,Tide is generally high at11:15AM,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115002.0,2015-11-21,Piper's Creek,200,remnant,,,,,,,,Low creek water,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115003.0,2015-11-21,Piper's Creek,285,dead,chum,,adult,male,yes,spawned,no,,2015,48.0,30.0,5.5,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115004.0,2015-11-21,Piper's Creek,290,dead,chum,,adult,female,yes,spawned,no,,2015,48.0,25.5,4.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115005.0,2015-11-21,Piper's Creek,300,dead,chum,,adult,female,yes,spawned,no,,2015,48.0,24.0,3.5,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115006.0,2015-11-21,Piper's Creek,300,dead,chum,,adult,male,yes,partially spawned,no,,2015,48.0,25.0,5.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115007.0,2015-11-21,Piper's Creek,300,dead,chum,,adult,male,yes,spawned,yes,,2015,48.0,25.0,4.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115008.0,2015-11-21,Piper's Creek,390,remnant,chum,,adult,,,,yes,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115009.0,2015-11-21,Piper's Creek,395,dead,chum,,adult,male,yes,spawned,no,,2015,72.0,29.0,6.5,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115010.0,2015-11-21,Piper's Creek,400,dead,chum,,adult,male,yes,spawned,no,,2015,72.0,27.0,5.5,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115011.0,2015-11-21,Piper's Creek,415,remnant,chum,,adult,female,yes,,yes,,2015,72.0,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115012.0,2015-11-21,Piper's Creek,400,remnant,chum,,adult,female,,,yes,,2015,90.0,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115013.0,2015-11-21,Piper's Creek,395,remnant,chum,,adult,female,,,yes,,2015,120.0,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115014.0,2015-11-21,Piper's Creek,480,live,chum,,,female,,spawned,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115015.0,2015-11-21,Piper's Creek,510,dead,chum,,adult,female,yes,,no,,2015,96.0,25.0,5.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115016.0,2015-11-21,Piper's Creek,510,live,chum,,adult,female,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115017.0,2015-11-21,Piper's Creek,510,live,chum,,adult,female,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115018.0,2015-11-21,Piper's Creek,510,live,chum,,adult,female,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115019.0,2015-11-21,Piper's Creek,525,dead,chum,,adult,female,yes,spawned,yes,,2015,48.0,26.0,5.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115020.0,2015-11-21,Piper's Creek,535,dead,chum,,adult,male,yes,spawned,no,,2015,48.0,29.0,6.0,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115021.0,2015-11-21,Piper's Creek,650,live,chum,,adult,female,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115022.0,2015-11-21,Piper's Creek,650,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115023.0,2015-11-21,Piper's Creek,650,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115024.0,2015-11-21,Piper's Creek,675,live,chum,,adult,female,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115025.0,2015-11-21,Piper's Creek,675,live,chum,,adult,female,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115026.0,2015-11-21,Piper's Creek,675,live,chum,,adult,,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115027.0,2015-11-21,Piper's Creek,680,dead,chum,,adult,female,yes,spawned,no,,2015,72.0,26.0,4.5,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115028.0,2015-11-21,Piper's Creek,700,live,chum,,adult,male,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
112115029.0,2015-11-21,Piper's Creek,700,live,chum,,adult,female,,,,,2015,,,,,scanned,salmon_2015_scanned_raw.csv,,,,,,,,,,,
