id,survey_date,stream,distance,type,species,gravel,life_stage,sex,adipose_fin,spawning_success,predation,notes,survey_year,carcass_age_hours,standard_length,width,redd_substrate,source,source_file,ec5_uuid,created_at,lat,lon,gps_accuracy,utm_northing,utm_easting,utm_zone,photo,location,activity
111117124.0,2017-11-11,Piper's Creek,1920,dead,coho,-,adult,,-,,scavenged,,2017,,,,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111117125.0,2017-11-11,Piper's Creek,1930,live,chum,-,adult,,-,,-,,2017,,,,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111117126.0,2017-11-11,Piper's Creek,1930,live,chum,-,adult,,-,,-,,2017,,,,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111117127.0,2017-11-11,Piper's Creek,1930,live,chum,-,adult,,-,,-,,2017,,,,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111117128.0,2017-11-11,Piper's Creek,2065,live,chum,-,adult,,-,,-,,2017,,,,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111117129.0,2017-11-11,Piper's Creek,2065,live,chum,-,adult,,-,,-,,2017,,,,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111117130.0,2017-11-11,Piper's Creek,2065,live,chum,-,adult,,-,,-,,2017,,,,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111817001.0,2017-11-18,Piper's Creek,0,remnant,coho,,adult,,no,,,edge of beach original distance: Beach,2017,72.0,21.0,4.0,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111817002.0,2017-11-18,Piper's Creek,0,remnant,chum,,adult,female,yes,,, original distance: Beach,2017,72.0,,,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111817003.0,2017-11-18,Piper's Creek,0,remnant,chum,,adult,male,yes,spawned,scavenged, original distance: Beach,2017,120.0,27.0,5.5,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111817004.0,2017-11-18,Piper's Creek,0,remnant,chum,,adult,male,yes,,, original distance: Beach,2017,,,,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111817005.0,2017-11-18,Piper's Creek,0,dead,chum,,adult,male,yes,spawned,scavenged,Near railroad culvert original distance: Beach,2017,72.0,29.0,5.0,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111817006.0,2017-11-18,Piper's Creek,0,dead,chum,,adult,male,yes,partially spawned,scavenged, original distance: Beach,2017,48.0,29.0,5.5,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111817007.0,2017-11-18,Piper's Creek,0,remnant,chum,,adult,female,yes,,scavenged, original distance: Beach,2017,48.0,29.0,4.5,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111817008.0,2017-11-18,Piper's Creek,0,dead,chum,,adult,male,yes,partially spawned,scavenged, original distance: Beach,2017,72.0,28.0,6.0,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111817009.0,2017-11-18,Piper's Creek,0,dead,chum,,adult,male,yes,spawned,scavenged, original distance: Beach,2017,96.0,31.0,6.5,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111817010.0,2017-11-18,Piper's Creek,0,dead,chum,,adult,male,yes,partially spawned,scavenged, original distance: Beach,2017,72.0,31.0,6.5,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111817011.0,2017-11-18,Piper's Creek,0,dead,chum,,adult,male,yes,spawned,scavenged, original distance: Beach,2017,96.0,28.0,6.0,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
111817012.0,2017-11-18,Piper's Creek,50,live,chum,,adult,female,yes,,-,Inside railroad culvert,2017,,,,,scanned,salmon_2017_scanned_raw.csv,,,,,,,,,,,
